"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES","exp","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON","NB_CLUB","TOP_50","TOP_50_150","top_restant","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION","Y"
347,"Defenseur",8,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,11.15,11.15,11.15,11.15,NA,NA,NA,11.15,11.15,11.15,7e-05,13.14,2,"0","0","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,9,618,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
353,"Defenseur",4,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,8.01,5,"0","1","1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
359,"Milieu",4,"Tunisie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00024,5.29,7,"1","1","0",0,1,1,0,0,0,NA,NA,NA,NA,NA,1,90,1,NA,1,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
368,"Attaquant",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,1,16.16,17.92,18.8,17.92,18.8,18.8,18.8,17.92,17.92,16.16,0.00039,8.53,5,"1","0","0",1,0,0,0,0,0,2,5,195,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
371,"Milieu",1,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,1,10.21,10.21,10.21,10.21,10.21,10.21,NA,NA,NA,NA,7e-05,13.27,2,"0","0","1",1,0,0,0,0,0,NA,2,126,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
373,"Milieu",7,"France","aucun","aucun",0,0,20,12.47,12.59,12.47,13.89,13.89,12.59,12.47,12.47,14.57,0.00011,8.76,6,"0","1","1",1,1,0,0,0,0,NA,1,50,NA,NA,2,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
375,"Defenseur",2,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","PEM - PEM CASTELMAUROU",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,9.47,5,"0","1","1",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,114,1,NA,NA,NA,NA,NA,NA,NA,NA,0
384,"Defenseur",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.92,4,"1","0","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,8,385,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
386,"Attaquant",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00044,8.8,5,"1","0","1",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,356,2,NA,7,346,3,NA,NA,NA,NA,0
388,"Milieu",1,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,10.05,4,"1","0","0",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71,1,NA,NA,NA,NA,NA,NA,NA,NA,0
397,"Attaquant",9,"Cote d'ivoire","CFM - CENTRE DE FORMATION F.C. METZ","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00034,5.95,3,"1","0","1",1,1,1,1,1,1,5,15,966,11,4,9,759,9,4,4,248,3,7,17,1327,16,1,2,90,1,1,5,360,4,0
409,"Defenseur",10,"France","aucun","aucun",0,1,18.27,14.13,14.78,14.13,13.59,13.59,13.04,12.75,12.75,12.16,0,9.01,7,"1","0","1",1,1,0,0,1,0,NA,2,128,2,NA,2,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,205,2,NA,NA,NA,NA,0
412,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,7.68,5,"1","1","1",1,1,1,1,1,1,1,9,590,7,NA,11,945,10,NA,4,360,4,NA,10,784,9,NA,2,180,2,NA,8,465,4,0
414,"Milieu",1,"Maroc","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,6.88,3,"0","1","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,373,4,NA,NA,NA,NA,0
415,"Defenseur",6,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM REIMS",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,19.25,4,"1","0","1",1,1,1,1,1,0,NA,13,1135,13,NA,9,754,8,NA,5,373,4,NA,5,365,4,NA,7,524,6,NA,NA,NA,NA,0
416,"Attaquant",4,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,1,NA,10.55,10.55,10.55,NA,NA,10.55,10.55,10.55,NA,3e-04,7.12,2,"0","0","1",1,0,1,1,0,0,2,11,518,6,NA,NA,NA,NA,1,6,293,3,5,16,1000,10,NA,NA,NA,NA,NA,NA,NA,NA,0
423,"Defenseur",6,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,1,6.6,11.42,11.42,11.42,6.6,6.6,16.24,16.24,16.24,NA,2e-05,9.7,2,"0","0","1",0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,216,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,171,2,0
425,"Attaquant",12,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00037,6.65,6,"0","1","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,116,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
433,"Defenseur",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,7.87,5,"1","1","1",0,1,1,1,1,0,NA,NA,NA,NA,NA,6,360,5,NA,2,91,1,NA,10,706,7,NA,9,635,7,NA,NA,NA,NA,0
438,"Defenseur",2,"Maurice","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,13.71,4,"1","1","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,8,618,7,1,10,765,9,NA,10,792,9,1,4,270,3,0
448,"Milieu",5,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,NA,NA,NA,0
452,"Defenseur",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM DIJON",0,1,NA,11.34,11.34,11.34,NA,NA,11.34,11.35,11.34,NA,0.00023,9.51,4,"1","0","1",1,0,0,1,1,1,NA,3,154,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,722,8,1,4,202,2,NA,NA,0,NA,0
465,"Defenseur",2,"Congo","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,6.98,5,"1","1","1",1,0,0,0,1,0,NA,5,348,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,305,3,NA,NA,NA,NA,0
470,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. METZ","PEM - PEM NANCY",1,0,NA,17.75,17.75,17.75,NA,NA,17.75,17.75,17.75,NA,0,29.14,1,"0","0","1",1,0,0,0,0,0,NA,11,768,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
479,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM TALENCE",0,1,10.18,12.59,12.59,12.59,10.18,10.18,15,15,15,NA,4e-05,10,2,"0","1","1",1,1,1,0,1,0,NA,1,19,NA,NA,4,278,3,NA,5,294,4,NA,NA,NA,NA,NA,2,180,2,NA,NA,NA,NA,0
491,"Defenseur",10,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,7.75,5,"1","0","1",1,1,0,1,1,1,NA,6,422,5,1,17,1418,17,NA,NA,NA,NA,NA,1,90,1,NA,9,788,9,1,7,490,7,1
496,"Defenseur",1,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,10.27,4,"0","1","1",1,1,1,1,0,0,NA,8,574,6,NA,7,515,6,NA,4,249,2,NA,14,1214,13,NA,NA,NA,NA,NA,NA,NA,NA,0
498,"Defenseur",4,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.86,4,"0","1","1",1,1,1,1,1,0,NA,1,90,1,NA,7,580,6,NA,3,212,2,NA,3,224,2,NA,1,90,1,NA,NA,NA,NA,0
499,"Attaquant",10,"Congo","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,16,12.9,12.9,12.9,15.51,15.51,10.53,10.53,10.53,NA,0.00022,11.5,6,"1","0","1",1,0,0,0,0,0,NA,2,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
508,"Milieu",2,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,1,14.29,14.29,NA,14.29,16.19,16.19,NA,NA,NA,14.29,0.00029,8.05,3,"1","1","1",0,1,0,1,0,0,NA,NA,NA,NA,NA,7,364,5,NA,NA,NA,NA,NA,9,193,2,NA,NA,NA,NA,NA,NA,NA,NA,0
512,"Milieu",3,"France","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,9.39,3,"1","1","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,152,2,NA,NA,NA,NA,0
515,"Milieu",5,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,13.14,12.13,12.2,12.13,12.45,12.45,11.62,11.66,11.66,11.79,2e-04,9.08,3,"0","1","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,2,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
516,"Milieu",4,"France","aucun","PEM - PEM DIJON",0,1,13.81,15.19,12.88,15.19,15.19,15.19,12.88,15.58,15.58,17.03,0.00012,10.84,4,"0","0","1",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,218,2,NA,1,68,1,NA,NA,NA,NA,NA,NA,NA,NA,0
523,"Milieu",3,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00038,12.81,2,"1","0","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,2,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
527,"Milieu",7,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,20,NA,NA,NA,20,20,NA,NA,NA,NA,0.00029,8.93,7,"1","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,463,5,0
535,"Defenseur",9,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,13.88,3,"1","1","0",1,1,1,0,0,0,1,5,270,4,NA,11,702,8,NA,3,117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
540,"Milieu",5,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01667,0.09,3,"1","0","0",1,1,0,0,1,0,NA,1,49,NA,NA,16,744,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,213,4,NA,NA,NA,NA,0
545,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.53,2,"1","0","0",1,0,0,0,0,0,NA,2,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
546,"Defenseur",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM PLOUFRAGAN",0,1,12.95,13.25,14.29,13.25,13.92,13.92,14.29,13.25,13.25,12.95,3e-05,10.11,4,"1","1","1",1,0,0,0,0,0,1,3,134,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
547,"Defenseur",4,"France","aucun","aucun",0,1,NA,15.97,15.97,15.97,14.13,14.13,15.97,15.97,15.97,NA,0,13.3,4,"1","0","1",1,0,0,0,0,0,NA,5,266,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
557,"Defenseur",1,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,NA,14.19,14.19,14.19,15.8,15.8,14.19,14.19,14.19,NA,0.00015,12.22,2,"0","1","0",1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
558,"Attaquant",8,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,8.55,2,"0","1","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,147,2,1
563,"Milieu",5,"France","aucun","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,14.46,3,"1","0","0",1,1,1,1,1,1,NA,2,88,1,1,7,474,6,2,10,722,8,NA,6,289,3,NA,2,110,1,NA,2,152,2,0
568,"Defenseur",9,"France","aucun","aucun",1,1,11.43,14.47,15.22,14.47,15.22,15.22,15.22,14.47,14.47,11.43,0.00016,6.58,4,"1","0","1",1,1,1,0,1,0,NA,11,645,7,NA,9,612,7,3,9,606,7,NA,NA,NA,NA,NA,3,253,2,NA,NA,NA,NA,0
570,"Defenseur",10,"Mali","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,195,2,NA,NA,NA,NA,NA,NA,NA,NA,0
579,"Attaquant",7,"France","aucun","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00046,7.69,4,"1","1","1",1,1,1,1,1,1,4,14,760,10,NA,3,157,1,2,3,165,1,1,10,556,5,NA,4,229,4,13,25,1556,20,0
590,"Defenseur",7,"France","aucun","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,2.82,4,"1","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,840,9,1
593,"Defenseur",2,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,9.01,6,"1","0","1",1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
595,"Attaquant",9,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00168,14.55,3,"1","0","0",1,0,0,0,0,0,9,10,455,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
601,"Attaquant",3,"Mali","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,7.31,3,"1","1","0",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,158,2,2,15,890,10,3,6,259,2,NA,1,34,NA,1
602,"Milieu",7,"Madagascar","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,9.46,2,"1","0","1",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,382,4,NA,6,429,4,NA,NA,NA,NA,0
603,"Milieu",9,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,6.39,3,"0","1","1",0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,7,390,4,NA,NA,NA,NA,0
604,"Attaquant",12,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,23.05,3,"1","1","0",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
609,"Milieu",8,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,5.28,4,"1","0","1",1,1,1,1,1,0,4,12,738,7,2,13,698,7,5,9,491,5,4,16,982,11,NA,3,184,2,NA,NA,NA,NA,0
616,"Milieu",7,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",0,1,16.52,15.39,14.55,15.39,15.37,15.37,14.55,15.39,15.39,16.52,0.00016,9.81,5,"1","0","1",1,1,0,0,0,0,2,11,658,8,NA,2,134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
639,"Defenseur",12,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,15.57,3,"0","1","1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
666,"Defenseur",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,5.82,5,"1","1","0",0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,1,NA,NA,NA,NA,NA,6,458,5,1,10,703,8,0
674,"Gardien de But",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,18.75,18.75,NA,NA,NA,NA,0,11.47,3,"0","0","1",1,1,0,0,0,0,NA,7,590,7,NA,6,540,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
676,"Defenseur",6,"Algérie","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,8.64,2,"0","1","1",0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,893,10,NA,2,28,NA,NA,NA,NA,NA,NA,5,342,3,0
688,"Milieu",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,10.31,4,"0","0","1",1,1,0,0,0,0,NA,8,321,4,NA,2,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
690,"Defenseur",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,9.7,2,"1","0","0",1,0,0,0,0,0,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
695,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,7.78,6,"1","0","1",1,1,1,0,1,0,3,12,1056,12,1,20,1750,20,NA,8,653,7,NA,NA,NA,NA,NA,4,270,2,NA,NA,NA,NA,0
697,"Defenseur",3,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","PEM - PEM DIJON",0,1,17.56,14.96,13.42,14.96,14.97,14.97,11.72,14.43,14.43,18.05,6e-05,8.93,3,"1","0","1",1,1,1,1,0,0,2,9,675,7,NA,10,890,10,NA,5,450,5,NA,3,270,3,NA,NA,NA,NA,NA,NA,NA,NA,0
702,"Attaquant",11,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00108,7.93,3,"1","0","0",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,119,1,NA,NA,NA,NA,NA,NA,NA,NA,0
708,"Milieu",4,"France","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,1,15.16,16.19,16.9,16.19,16.19,16.19,18.24,16.58,16.58,15.48,6e-05,9.23,3,"0","1","1",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,243,3,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
711,"Defenseur",3,"Algérie","aucun","PEM - PEM REIMS",0,1,14.43,13.76,13.25,13.76,13.76,13.76,13.25,13.76,13.76,14.43,2e-05,6.17,4,"1","1","1",0,1,0,1,1,0,NA,NA,NA,NA,NA,2,73,1,NA,NA,NA,NA,NA,5,351,5,NA,4,190,2,NA,NA,NA,NA,0
712,"Milieu",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,4.74,5,"0","1","1",1,0,0,0,0,0,2,9,578,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
713,"Attaquant",5,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00032,7.79,6,"1","1","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,2,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
715,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","PEM - PEM CLAIREFONTAINE",0,0,NA,16.78,16.78,16.78,17.45,17.45,16.78,16.78,16.78,NA,0,8.39,5,"0","1","1",1,0,0,0,0,0,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
724,"Milieu",5,"France","aucun","PEM - PEM CASTELMAUROU",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00026,6.31,5,"1","1","1",0,1,1,1,0,0,NA,NA,NA,NA,NA,7,573,7,1,8,457,5,NA,5,299,3,NA,NA,NA,NA,NA,NA,NA,NA,0
728,"Defenseur",1,"France","aucun","aucun",0,0,14.73,13.34,11.31,13.34,13.34,13.34,11.31,13.34,13.34,16.05,4e-05,9.55,4,"1","1","1",1,1,0,0,0,0,1,8,490,6,NA,4,360,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
732,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,6.68,3,"0","1","1",1,1,1,1,1,0,1,7,413,4,NA,5,376,5,NA,7,520,6,NA,16,1035,11,NA,8,590,7,NA,NA,NA,NA,0
734,"Milieu",1,"France","aucun","aucun",0,1,NA,15.64,15.64,15.64,15.51,15.51,15.64,15.64,15.64,NA,0.00027,9.7,5,"1","1","1",1,0,0,1,0,0,2,7,376,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71,1,NA,NA,NA,NA,NA,NA,NA,NA,0
736,"Milieu",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,5.68,8,"1","1","1",1,1,1,1,1,1,NA,1,64,1,1,10,568,7,1,8,571,7,NA,9,641,7,NA,1,90,1,7,21,1307,17,0
737,"Milieu",11,"France","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM REIMS",0,0,14.01,14.85,16.54,14.85,17.8,18.07,17.8,15.53,15.53,13.33,6e-05,8.98,2,"0","0","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,151,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
740,"Attaquant",11,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,1,NA,16.96,16.96,16.96,NA,NA,16.96,16.96,16.96,NA,0.00035,8.71,5,"1","1","1",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,92,1,NA,NA,NA,NA,NA,NA,NA,NA,0
